,carat,depth,table,price,x,y,z,y_train
38205,0.43,61.3,60.0,1016,4.86,4.83,2.97,0
18751,1.01,60.5,60.0,7665,6.58,6.51,3.96,2
28986,0.41,61.9,55.0,685,4.78,4.82,2.97,0
10029,0.33,61.4,55.0,416,4.46,4.5,2.75,0
15841,1.31,62.5,56.0,6337,6.95,7.04,4.37,1
9634,1.01,60.3,60.0,4638,6.49,6.47,3.91,1
51599,0.7,64.2,60.0,2394,5.58,5.64,3.6,0
15611,1.0,62.0,56.0,6261,6.42,6.36,3.96,1
8121,1.18,62.2,58.0,4353,6.74,6.79,4.21,1
24069,1.28,60.8,60.0,12210,7.03,6.98,4.26,3
19988,1.29,61.9,58.0,8530,7.02,6.97,4.33,2
26267,1.68,62.5,54.0,15740,7.61,7.64,4.76,4
38379,0.39,62.2,56.0,1024,4.7,4.63,2.9,0
7168,0.92,63.2,58.0,4183,6.18,6.16,3.9,1
28786,0.37,61.9,59.0,681,4.62,4.65,2.87,0
27537,2.01,62.1,55.0,18295,8.12,8.07,5.03,4
41007,0.41,61.2,62.0,1184,4.76,4.78,2.92,0
50256,0.69,61.2,65.4,2235,5.58,5.64,3.42,0
39287,0.3,61.8,58.0,491,4.26,4.28,2.64,0
53075,0.89,62.2,59.0,2610,6.17,6.15,3.83,0
1123,0.72,61.8,55.0,2918,5.75,5.79,3.56,0
11486,1.2,59.1,61.0,5016,6.94,7.0,4.12,1
27217,2.19,61.7,58.0,17554,8.38,8.28,5.14,4
23381,0.36,63.1,58.0,631,4.49,4.54,2.85,0
35410,0.32,62.1,55.0,900,4.42,4.4,2.74,0
33551,0.42,61.8,55.0,830,4.82,4.85,2.99,0
17428,1.2,61.9,58.0,6985,6.75,6.82,4.2,1
9332,0.9,63.1,58.0,4580,6.11,6.15,3.87,1
53083,0.72,62.3,59.0,2612,5.67,5.73,3.55,0
2585,1.1,60.0,58.0,3216,6.77,6.66,4.03,0
31349,0.34,61.8,54.0,760,4.49,4.5,2.78,0
3792,0.7,60.4,62.0,3463,5.73,5.76,3.47,0
9632,0.92,61.7,57.0,4637,6.32,6.2,3.86,1
37294,0.52,63.3,55.0,978,5.1,5.13,3.24,0
26879,1.71,62.7,58.0,16813,7.66,7.62,4.79,4
19973,1.52,61.2,60.0,8521,7.41,7.36,4.52,2
51984,0.25,63.0,57.0,548,3.98,4.08,2.54,0
34632,0.31,61.5,55.0,872,4.41,4.37,2.7,0
41155,0.4,61.2,56.0,1199,4.74,4.77,2.91,0
35043,0.4,63.0,62.0,883,4.65,4.68,2.94,0
45023,0.54,61.5,56.0,1637,5.24,5.23,3.22,0
3625,0.73,61.4,59.0,3429,5.77,5.83,3.56,0
50942,0.56,61.7,56.0,2321,5.26,5.3,3.26,0
11928,1.01,62.6,55.0,5126,6.41,6.44,4.02,1
46340,0.5,63.7,56.0,1758,5.09,5.05,3.23,0
12719,0.29,59.1,61.0,600,4.33,4.37,2.57,0
24407,1.52,62.8,56.0,12648,7.3,7.32,4.59,3
4730,0.34,61.6,56.0,573,4.48,4.51,2.77,0
9013,1.01,63.5,62.0,4513,6.36,6.24,4.0,1
39965,0.53,61.4,56.0,1106,5.19,5.23,3.2,0
5155,1.02,61.4,60.0,3769,6.42,6.47,3.96,1
42726,0.37,59.2,57.0,1342,4.71,4.75,2.8,0
37524,0.39,61.2,56.0,987,4.7,4.75,2.89,0
2778,0.71,62.8,56.0,3254,5.71,5.76,3.6,0
6370,0.32,63.1,55.0,576,4.37,4.34,2.75,0
52815,0.71,61.2,57.0,2572,5.83,5.77,3.55,0
33449,0.32,63.0,55.0,828,4.38,4.35,2.75,0
27166,2.14,62.3,58.0,17416,8.22,8.16,5.1,4
34405,0.3,61.5,55.0,863,4.33,4.35,2.67,0
26130,2.14,59.3,59.0,15418,8.39,8.43,5.0,4
42931,0.32,61.5,56.0,505,4.38,4.4,2.7,0
52445,0.53,62.7,60.0,2514,5.19,5.12,3.23,0
17814,1.01,61.9,54.0,7179,6.44,6.48,4.0,1
33448,0.32,62.0,56.0,828,4.41,4.37,2.72,0
16068,1.2,62.8,58.0,6416,6.75,6.7,4.22,1
15487,1.01,62.5,59.0,6204,6.34,6.37,3.97,1
18246,1.01,63.1,59.0,7412,6.42,6.33,4.02,2
11417,1.16,59.9,57.0,5001,6.8,6.82,4.08,1
7147,1.02,64.1,60.0,4179,6.25,6.29,4.02,1
12925,1.01,62.4,59.0,5378,6.29,6.33,3.94,1
46867,0.53,62.1,57.0,1813,5.18,5.16,3.21,0
1479,0.77,62.8,58.0,2986,5.78,5.84,3.65,0
44733,0.57,62.2,60.0,1617,5.28,5.3,3.29,0
29688,0.4,62.9,58.0,707,4.71,4.74,2.97,0
25132,2.02,62.0,59.0,13687,8.06,8.08,5.0,3
38177,0.4,61.5,59.0,1015,4.75,4.81,2.94,0
47813,0.55,61.5,56.7,1902,5.25,5.28,3.24,0
48192,0.69,61.2,58.0,1946,5.73,5.7,3.5,0
18374,0.31,62.3,59.0,617,4.29,4.32,2.68,0
28391,0.33,62.0,59.0,668,4.44,4.4,2.74,0
5624,1.03,61.7,61.0,3876,6.49,6.45,3.99,1
37369,0.4,62.4,56.0,982,4.72,4.74,2.95,0
28242,0.33,61.8,59.0,666,4.39,4.45,2.73,0
37919,0.41,62.3,55.0,1007,4.77,4.79,2.98,0
3363,0.3,62.7,56.0,407,4.27,4.28,2.68,0
14860,1.14,60.2,58.0,5986,6.74,6.81,4.08,1
7439,1.09,61.0,64.0,4230,6.63,6.58,4.03,1
28476,0.32,62.1,56.0,672,4.4,4.36,2.72,0
5154,0.96,62.7,58.0,3768,6.27,6.24,3.92,1
11908,1.01,62.2,58.0,5122,6.36,6.4,3.97,1
22572,1.52,55.2,66.0,10623,7.72,7.67,4.26,2
31932,0.3,60.7,58.0,776,4.35,4.32,2.63,0
16393,1.52,60.7,60.0,6544,7.55,7.32,4.5,1
42674,0.53,59.9,60.0,1335,5.24,5.28,3.15,0
28524,0.41,61.6,55.1,674,4.75,4.8,2.95,0
25721,2.03,62.0,57.0,14637,8.1,8.05,5.01,4
870,0.7,60.7,56.0,2872,5.72,5.75,3.48,0
31869,0.3,62.4,58.0,776,4.3,4.26,2.67,0
29414,0.42,62.9,56.0,700,4.77,4.8,3.01,0
31023,0.31,58.2,61.0,749,4.45,4.42,2.58,0
19593,1.06,59.6,60.0,8219,6.68,6.75,4.0,2
16514,1.0,62.7,59.0,6600,6.31,6.38,3.98,1
17732,1.03,61.7,56.0,7137,6.49,6.54,4.02,1
50435,0.76,61.1,58.0,2262,5.91,5.85,3.59,0
4889,0.9,64.8,55.0,3718,6.04,6.15,3.95,1
36034,0.41,61.3,58.0,923,4.8,4.76,2.93,0
36283,0.32,62.4,54.0,477,4.38,4.4,2.74,0
46699,0.5,65.9,64.0,1792,4.92,5.03,3.28,0
37926,0.23,63.4,61.0,485,3.85,3.91,2.46,0
5555,1.0,63.5,55.0,3858,6.37,6.32,4.03,1
4256,0.71,61.5,61.0,3580,5.7,5.75,3.52,1
48942,0.71,65.0,58.0,2045,5.57,5.53,3.61,0
45243,0.53,61.7,58.0,1659,5.16,5.27,3.22,0
21726,2.01,61.7,60.0,9793,8.12,8.09,5.0,2
25022,0.3,61.3,56.0,640,4.34,4.37,2.67,0
43382,0.55,62.4,55.0,1410,5.23,5.28,3.28,0
5224,0.73,61.0,56.0,3783,5.82,5.86,3.56,1
30380,0.3,62.5,56.0,730,4.26,4.29,2.67,0
28641,0.33,62.3,58.0,434,4.4,4.43,2.75,0
39840,0.5,58.2,59.0,1098,5.24,5.27,3.06,0
26849,2.01,59.2,62.0,16778,8.17,8.14,4.83,4
31900,0.3,62.3,59.0,776,4.3,4.27,2.67,0
48069,0.56,60.8,57.0,1929,5.3,5.35,3.24,0
41611,0.27,62.1,56.0,504,4.14,4.18,2.58,0
41965,0.23,61.1,59.0,505,3.94,3.98,2.42,0
7932,0.9,62.0,57.0,4318,6.21,6.25,3.86,1
20563,1.28,61.6,58.0,8874,7.02,6.98,4.31,2
24504,1.5,60.3,60.0,12787,7.34,7.26,4.4,3
43569,0.41,61.7,56.0,1431,4.8,4.77,2.95,0
7438,1.18,61.6,56.0,4229,6.82,6.79,4.19,1
42157,0.51,61.4,58.0,1284,5.09,5.14,3.14,0
50586,0.53,62.5,65.0,2281,5.11,5.17,3.21,0
20745,1.2,62.6,59.0,8983,6.64,6.71,4.18,2
21751,1.12,61.0,58.0,9820,6.7,6.72,4.09,2
26422,2.21,60.1,60.0,15948,8.47,8.53,5.11,4
39985,0.41,61.0,57.0,1107,4.81,4.76,2.92,0
44548,0.54,61.2,56.0,1605,5.25,5.26,3.22,0
48582,0.54,61.3,56.0,1993,5.26,5.22,3.21,0
3516,0.71,61.1,56.0,3404,5.75,5.78,3.52,0
30701,0.3,61.3,58.0,737,4.29,4.33,2.64,0
35909,0.4,60.9,56.0,919,4.79,4.83,2.93,0
42656,0.4,61.5,56.0,1333,4.75,4.78,2.93,0
7088,0.93,61.4,63.0,4165,6.22,6.26,3.83,1
31262,0.32,60.6,57.0,449,4.4,4.44,2.68,0
1283,0.72,61.0,56.0,2951,5.84,5.79,3.55,0
32432,0.41,62.6,59.0,792,4.74,4.75,2.97,0
7366,0.96,59.8,59.0,4218,6.38,6.45,3.84,1
38369,0.53,60.9,59.0,1023,5.2,5.27,3.19,0
14007,1.14,61.3,59.0,5700,6.76,6.72,4.13,1
13861,1.15,62.4,56.0,5646,6.66,6.68,4.16,1
40427,0.42,61.0,56.0,1135,4.79,4.82,2.93,0
1037,0.95,63.8,57.0,2905,6.23,6.13,3.94,0
20410,1.0,62.3,57.0,8772,6.34,6.41,3.97,2
47763,0.52,62.0,53.0,1893,5.16,5.2,3.21,0
9488,1.01,64.5,58.0,4606,6.18,6.26,4.01,1
53095,0.75,63.0,57.0,2613,5.8,5.82,3.66,0
12745,1.33,59.2,62.0,5318,7.22,7.16,4.26,1
7342,1.01,63.7,56.0,4211,6.26,6.34,4.01,1
22071,1.07,60.3,55.0,10093,6.65,6.68,4.02,2
30752,0.25,62.0,59.0,740,4.04,3.99,2.49,0
18703,0.35,61.3,56.0,620,4.52,4.54,2.78,0
52780,0.63,61.9,55.0,2565,5.46,5.5,3.4,0
47799,0.51,60.3,58.0,1899,5.15,5.17,3.11,0
2834,0.78,62.4,56.0,3267,5.87,5.9,3.67,0
39942,0.23,59.9,58.0,492,3.98,4.03,2.4,0
49243,0.71,62.3,55.0,2085,5.7,5.73,3.56,0
41955,0.23,62.6,59.0,505,3.93,3.96,2.47,0
24415,1.51,58.6,62.0,12655,7.58,7.53,4.43,3
15695,0.29,62.3,55.0,607,4.25,4.29,2.66,0
17395,0.32,62.4,54.0,612,4.4,4.38,2.74,0
27890,0.44,61.7,54.0,655,4.9,4.92,3.03,0
42056,0.61,61.0,56.0,1270,5.48,5.53,3.36,0
29536,0.4,62.4,54.0,704,4.73,4.75,2.96,0
29900,0.31,61.6,56.0,711,4.34,4.38,2.68,0
4721,0.3,61.6,57.0,572,4.28,4.32,2.65,0
46650,0.51,59.7,58.0,1787,5.18,5.24,3.11,0
26110,2.01,62.1,59.0,15379,7.98,8.06,4.98,4
45814,0.59,61.8,59.0,1712,5.35,5.4,3.32,0
45411,0.51,61.9,56.0,1668,5.11,5.14,3.17,0
11401,1.04,61.0,58.0,4999,6.54,6.6,4.01,1
43924,0.28,61.2,55.0,514,4.18,4.22,2.57,0
40297,0.4,62.4,57.0,1125,4.74,4.72,2.95,0
3723,0.36,63.3,56.0,568,4.51,4.56,2.87,0
17221,1.21,60.1,57.0,6887,6.88,6.97,4.16,1
12217,1.1,60.8,58.3,5196,6.63,6.68,4.04,1
24007,1.18,60.4,59.0,12175,6.82,6.86,4.13,3
39949,0.24,65.1,58.0,492,3.86,3.88,2.52,0
8911,1.0,61.7,63.0,4493,6.36,6.37,3.93,1
14135,1.09,61.5,54.0,5732,6.64,6.65,4.09,1
5324,1.03,62.4,57.0,3807,6.43,6.38,4.0,1
18992,1.14,61.9,57.0,7819,6.67,6.7,4.13,2
25773,1.24,61.5,57.0,14737,6.88,6.94,4.25,4
1718,0.32,63.3,54.0,561,4.36,4.39,2.77,0
40450,0.51,63.3,56.0,1140,5.02,5.06,3.19,0
22021,0.35,61.6,55.0,628,4.55,4.58,2.81,0
32543,0.27,62.5,57.0,799,4.13,4.1,2.57,0
13883,0.9,62.1,57.0,5653,6.14,6.2,3.84,1
51134,0.71,60.5,59.0,2340,5.78,5.75,3.49,0
23191,2.0,60.6,62.0,11198,8.19,7.84,4.86,3
19496,1.52,61.9,56.0,8131,7.37,7.41,4.57,2
49072,0.48,62.0,54.0,2059,5.0,5.05,3.11,0
12841,1.21,61.6,58.0,5353,6.89,6.84,4.23,1
4638,0.85,60.3,57.0,3669,6.09,6.22,3.71,1
23103,1.5,58.2,66.0,11128,7.45,7.4,4.32,3
35094,0.3,62.3,57.0,886,4.29,4.31,2.68,0
31952,0.31,62.1,54.0,452,4.35,4.38,2.71,0
51062,0.71,61.1,57.0,2332,5.75,5.8,3.53,0
40761,0.42,61.2,64.0,1164,4.75,4.8,2.92,0
49879,0.7,64.5,59.0,2176,5.54,5.51,3.56,0
46289,0.71,61.5,62.0,1755,5.61,5.66,3.47,0
12905,1.08,61.8,53.0,5375,6.62,6.63,4.09,1
12436,1.04,61.8,55.0,5242,6.5,6.54,4.03,1
21862,3.01,62.2,56.0,9925,9.24,9.13,5.73,2
45082,0.5,59.8,63.0,1645,5.12,5.15,3.07,0
27303,1.69,62.7,58.0,17803,7.52,7.6,4.74,4
25855,2.08,60.3,59.0,14933,8.29,8.23,4.98,4
30728,0.34,61.1,57.0,739,4.51,4.54,2.76,0
17602,1.21,62.3,56.0,7088,6.87,6.81,4.26,1
1133,0.71,59.1,59.0,2920,5.88,5.83,3.46,0
14391,0.3,62.8,57.0,605,4.25,4.29,2.68,0
14656,1.11,61.6,57.0,5915,6.66,6.59,4.08,1
26587,2.01,62.4,62.0,16304,7.91,7.99,4.96,4
16455,1.21,62.1,59.0,6573,6.81,6.75,4.21,1
19283,1.02,62.1,59.0,8005,6.39,6.36,3.96,2
42716,0.54,60.4,57.0,1340,5.33,5.27,3.2,0
1112,0.77,63.6,57.0,2915,5.79,5.88,3.71,0
32565,0.38,62.0,56.0,800,4.63,4.66,2.88,0
51441,0.7,61.7,57.0,2375,5.7,5.68,3.51,0
32124,0.4,62.2,61.0,784,4.71,4.74,2.94,0
34380,0.41,59.8,61.0,863,4.79,4.84,2.88,0
26568,2.38,62.6,59.0,16273,8.52,8.49,5.32,4
42419,0.35,60.9,55.0,1312,4.58,4.61,2.8,0
27454,2.3,62.6,54.0,18108,8.42,8.46,5.28,4
43204,0.42,61.4,56.0,1395,4.84,4.86,2.98,0
42505,0.51,61.9,56.0,1321,5.11,5.17,3.17,0
50217,0.7,62.2,57.0,2230,5.67,5.74,3.55,0
52522,0.58,61.3,56.0,2528,5.36,5.39,3.29,0
19120,1.0,61.4,59.0,7885,6.44,6.42,3.95,2
46870,0.53,59.8,58.0,1813,5.27,5.26,3.15,0
11634,2.0,61.5,59.0,5051,8.11,8.06,4.97,1
28740,0.31,60.8,54.0,680,4.39,4.4,2.67,0
7858,1.0,63.6,57.0,4305,6.35,6.26,4.01,1
26344,0.32,61.8,55.0,645,4.42,4.45,2.74,0
51832,0.58,63.0,56.0,2421,5.35,5.28,3.35,0
7610,0.9,60.8,61.0,4259,6.22,6.12,3.75,1
34830,0.3,63.0,58.0,878,4.25,4.22,2.67,0
35347,0.38,61.9,55.0,898,4.7,4.64,2.89,0
40457,0.5,62.1,58.0,1140,5.04,5.07,3.14,0
14285,1.06,62.0,58.0,5783,6.5,6.57,4.05,1
48807,0.5,61.6,57.0,2025,5.13,5.09,3.15,0
19460,1.31,61.0,58.0,8106,7.1,7.06,4.32,2
11998,1.01,63.9,60.0,5147,6.32,6.29,4.03,1
51667,0.7,62.4,56.0,2398,5.66,5.68,3.54,0
26917,1.93,60.5,60.0,16941,7.98,8.06,4.85,4
40962,0.51,62.9,55.0,1179,5.12,5.08,3.21,0
12867,1.12,61.6,59.0,5363,6.67,6.63,4.1,1
49867,0.82,62.0,58.0,2175,5.93,5.98,3.69,0
4710,0.31,62.2,60.0,571,4.3,4.32,2.68,0
15610,1.21,62.6,55.0,6261,6.81,6.74,4.24,1
36399,0.31,61.8,56.0,942,4.37,4.34,2.69,0
46576,0.57,61.0,57.0,1785,5.33,5.35,3.26,0
44311,0.3,62.5,59.0,520,4.26,4.22,2.65,0
5594,1.01,64.5,59.0,3869,6.27,6.23,4.03,1
16520,1.0,62.1,59.0,6600,6.34,6.38,3.95,1
37904,0.41,61.0,57.0,1007,4.78,4.8,2.92,0
20784,1.16,60.7,56.0,9023,6.77,6.83,4.13,2
48972,0.36,61.2,63.0,537,4.56,4.59,2.8,0
52115,0.56,61.9,56.0,2462,5.29,5.32,3.28,0
11836,1.0,60.4,64.0,5096,6.39,6.3,3.83,1
46330,0.51,61.8,58.0,1758,5.13,5.09,3.16,0
35001,0.42,60.6,62.0,882,4.85,4.82,2.93,0
7252,1.01,63.6,59.0,4197,6.37,6.34,4.04,1
42537,0.4,62.2,55.0,1323,4.74,4.72,2.94,0
51118,0.7,65.3,57.0,2338,5.58,5.47,3.61,0
38914,0.33,61.6,53.0,1052,4.47,4.43,2.74,0
35133,0.41,62.5,60.0,889,4.72,4.75,2.96,0
31030,0.31,61.6,56.0,749,4.38,4.35,2.69,0
37873,0.39,62.7,53.6,1004,4.67,4.69,2.93,0
47672,0.51,61.9,56.0,1882,5.14,5.11,3.17,0
37372,0.4,61.4,58.0,982,4.73,4.75,2.91,0
53355,0.8,62.2,57.0,2657,5.93,5.96,3.7,0
45084,0.5,63.4,58.0,1646,5.04,5.06,3.2,0
11951,1.13,60.9,59.0,5133,6.65,6.72,4.07,1
50836,0.7,59.6,63.0,2310,5.76,5.71,3.42,0
22734,2.0,65.3,55.0,10752,7.88,7.79,5.12,2
8831,1.12,62.8,58.0,4478,6.62,6.57,4.14,1
23904,1.11,63.0,57.0,12016,6.58,6.65,4.17,3
32507,0.4,63.1,57.0,798,4.72,4.7,2.97,0
44090,0.57,61.7,54.0,1554,5.33,5.36,3.3,0
47579,0.6,61.9,55.0,1875,5.43,5.46,3.37,0
4169,1.03,61.6,58.0,3553,6.5,6.42,3.98,1
582,0.77,60.7,55.0,2834,6.01,5.95,3.63,0
43795,0.41,61.9,58.0,1442,4.77,4.8,2.96,0
22456,1.5,60.2,58.0,10483,7.5,7.34,4.47,2
29835,0.24,60.7,58.0,710,4.03,4.01,2.44,0
50063,0.8,61.6,60.0,2202,5.94,5.88,3.64,0
38260,0.3,61.8,57.0,382,4.3,4.34,2.67,0
29374,0.31,63.1,55.0,698,4.36,4.33,2.74,0
18587,1.4,61.6,59.0,7584,7.17,7.22,4.43,2
34505,0.4,61.5,58.0,868,4.72,4.74,2.91,0
39341,0.52,63.6,62.0,1073,5.11,5.04,3.23,0
21948,1.5,62.1,58.0,10019,7.26,7.3,4.52,2
45018,0.54,62.4,56.0,1637,5.22,5.2,3.25,0
53174,0.71,64.0,56.0,2630,5.65,5.67,3.62,0
46240,0.53,61.9,58.0,1753,5.2,5.17,3.21,0
46818,0.7,64.8,57.0,1808,5.49,5.59,3.59,0
18959,1.7,59.8,59.0,7797,7.72,7.7,4.61,2
50372,0.7,62.8,57.0,2250,5.61,5.66,3.54,0
2102,0.9,64.3,60.0,3115,6.0,6.1,3.89,0
7578,1.0,59.9,61.0,4255,6.42,6.46,3.86,1
941,0.72,62.7,55.0,2886,5.64,5.69,3.55,0
5945,1.02,63.6,59.0,3947,6.23,6.28,3.98,1
8660,1.08,60.4,57.0,4455,6.63,6.68,4.02,1
8345,1.02,62.8,55.0,4398,6.4,6.43,4.03,1
25936,2.12,60.6,59.0,15097,8.27,8.3,5.02,4
501,0.7,61.5,59.0,2822,5.73,5.68,3.51,0
25348,1.52,62.7,59.0,14066,7.3,7.33,4.59,4
20735,1.1,60.7,57.0,8977,6.66,6.7,4.05,2
40954,0.42,60.8,60.0,1179,4.84,4.87,2.95,0
13993,1.05,60.3,57.0,5697,6.57,6.63,3.98,1
21882,1.5,60.0,61.0,9954,7.48,7.43,4.47,2
47248,0.54,61.2,56.0,1842,5.23,5.29,3.22,0
41224,0.43,60.9,58.0,1207,4.88,4.91,2.98,0
4431,0.9,63.4,54.0,3615,6.11,6.16,3.89,1
53188,0.57,62.3,53.5,2632,5.29,5.33,3.31,0
5437,0.91,59.3,60.0,3828,6.28,6.33,3.74,1
29245,0.34,63.8,56.0,696,4.44,4.49,2.85,0
47693,0.5,62.2,55.0,1883,5.09,5.11,3.17,0
22549,1.5,63.4,56.0,10584,7.29,7.25,4.61,2
19590,1.52,62.2,55.0,8217,7.35,7.42,4.59,2
21919,1.5,62.8,57.0,9996,7.19,7.3,4.55,2
13721,0.41,62.6,57.0,603,4.68,4.77,2.96,0
5017,0.72,60.9,56.0,3746,5.77,5.83,3.53,1
31765,0.35,61.1,55.0,773,4.56,4.58,2.79,0
39188,0.35,61.8,56.0,1063,4.55,4.51,2.8,0
13464,1.21,60.3,58.0,5529,6.96,6.9,4.18,1
31917,0.3,63.1,59.0,776,4.27,4.25,2.69,0
4373,0.73,63.0,60.0,3607,5.68,5.72,3.59,1
33935,0.33,61.1,59.0,463,4.4,4.44,2.7,0
13627,1.04,62.7,55.0,5577,6.43,6.49,4.05,1
28748,0.31,61.0,56.0,680,4.38,4.41,2.68,0
8094,0.7,62.4,55.0,4341,5.65,5.69,3.54,1
32550,0.3,64.5,56.0,799,4.26,4.2,2.73,0
6266,0.74,60.9,57.0,4013,5.83,5.86,3.56,1
49554,0.91,65.0,58.0,2129,6.05,6.02,3.92,0
41050,0.5,65.0,58.0,1188,4.96,4.92,3.21,0
53928,0.79,61.4,58.0,2756,6.03,5.96,3.68,0
9986,1.0,61.2,60.0,4704,6.45,6.42,3.94,1
49537,0.72,59.4,63.0,2125,5.87,5.82,3.47,0
28028,0.3,62.1,58.0,658,4.29,4.31,2.67,0
42655,0.38,62.2,55.0,1333,4.64,4.66,2.89,0
7609,1.17,62.5,57.0,4259,6.8,6.71,4.22,1
48879,0.56,61.9,57.0,2037,5.29,5.31,3.28,0
1960,0.79,60.7,60.0,3089,5.95,5.97,3.62,0
23703,0.36,60.8,59.0,631,4.59,4.62,2.8,0
186,0.7,62.7,58.0,2777,5.66,5.73,3.57,0
37487,0.35,61.6,55.0,984,4.54,4.49,2.78,0
53521,0.82,59.5,62.0,2688,6.13,6.08,3.63,0
20023,0.32,62.3,58.0,421,4.37,4.42,2.74,0
27595,2.13,62.2,55.0,18442,8.27,8.2,5.12,4
37133,0.33,61.0,56.0,971,4.49,4.52,2.75,0
38473,0.38,62.1,56.0,1031,4.64,4.67,2.89,0
27179,2.51,59.6,60.0,17452,8.84,8.79,5.25,4
53415,0.72,63.1,56.0,2670,5.68,5.67,3.58,0
20560,1.08,61.3,57.0,8873,6.59,6.62,4.05,2
10800,1.06,61.3,57.0,4862,6.56,6.51,4.01,1
16073,1.21,62.2,54.5,6418,6.81,6.86,4.25,1
41379,0.59,59.5,57.0,1221,5.5,5.54,3.28,0
43059,0.53,61.3,56.0,1377,5.22,5.29,3.22,0
20419,1.58,62.4,57.0,8777,7.45,7.36,4.62,2
41649,0.44,60.6,64.0,1238,4.97,4.89,2.99,0
33214,0.31,61.4,55.0,821,4.39,4.4,2.7,0
28002,0.3,61.6,58.0,658,4.31,4.33,2.66,0
47044,0.5,59.7,57.0,1819,5.13,5.08,3.05,0
13370,0.24,61.4,58.0,419,3.99,4.02,2.46,0
28066,0.31,62.7,57.0,660,4.32,4.35,2.72,0
30963,0.36,61.1,55.0,746,4.63,4.66,2.84,0
51280,0.7,60.8,61.0,2360,5.72,5.76,3.49,0
20540,1.52,57.9,62.0,8861,7.61,7.63,4.41,2
30837,0.33,59.5,59.0,743,4.53,4.48,2.68,0
37863,0.4,60.5,57.0,1003,4.74,4.8,2.89,0
36722,0.43,62.0,55.0,954,4.86,4.89,3.02,0
22773,1.01,60.6,56.0,10797,6.53,6.48,3.94,2
2098,0.9,64.3,58.0,3114,5.97,6.03,3.86,0
52400,0.56,62.1,56.0,2510,5.29,5.3,3.29,0
29383,0.31,63.0,57.0,698,4.32,4.29,2.71,0
4442,1.03,65.1,57.0,3617,6.43,6.36,4.16,1
2340,0.83,62.3,58.0,3171,5.97,6.01,3.73,0
14991,1.23,58.5,62.0,6039,6.98,7.0,4.09,1
29705,0.31,62.6,57.0,707,4.29,4.33,2.7,0
32381,0.39,61.6,59.0,790,4.71,4.67,2.89,0
29721,0.31,63.3,58.0,707,4.28,4.32,2.72,0
930,0.73,58.7,57.0,2882,5.97,5.92,3.49,0
3601,0.91,62.2,57.0,3425,6.18,6.24,3.86,0
3644,0.9,62.8,57.0,3437,6.14,6.18,3.87,0
16971,1.01,58.8,58.0,6777,6.52,6.61,3.86,1
22199,1.52,61.4,55.0,10239,7.38,7.48,4.56,2
5729,0.25,60.7,58.0,575,4.07,4.1,2.48,0
13979,1.21,62.1,55.0,5692,6.87,6.82,4.25,1
18317,1.16,62.5,56.0,7451,6.67,6.73,4.19,2
37034,0.4,63.3,57.0,967,4.66,4.72,2.97,0
5528,1.01,58.8,57.0,3853,6.57,6.63,3.88,1
22139,1.21,61.5,54.0,10177,6.88,6.89,4.24,2
3562,0.9,62.1,57.0,3418,6.16,6.18,3.83,0
50244,0.7,62.9,61.0,2234,5.64,5.62,3.54,0
6724,0.27,60.3,56.0,577,4.24,4.27,2.56,0
2663,0.72,62.1,57.0,3235,5.73,5.76,3.57,0
23945,1.22,61.5,56.0,12081,6.86,6.9,4.23,3
6545,0.9,60.6,61.0,4072,6.13,6.19,3.73,1
4720,0.37,60.9,56.0,572,4.65,4.68,2.84,0
24078,1.51,60.6,60.0,12224,7.4,7.42,4.49,3
18922,1.77,62.0,56.0,7771,7.78,7.74,4.81,2
7016,0.92,63.1,58.0,4158,6.11,6.16,3.87,1
43902,0.31,62.1,54.0,511,4.34,4.39,2.71,0
8381,0.35,62.5,54.0,583,4.5,4.52,2.82,0
48342,0.58,62.1,53.6,1961,5.35,5.38,3.34,0
11687,1.03,62.0,57.0,5063,6.53,6.47,4.03,1
4298,0.78,62.0,57.0,3590,5.9,5.86,3.65,1
30349,0.42,61.4,54.0,728,4.83,4.87,2.98,0
49000,0.73,64.7,60.0,2050,5.68,5.64,3.66,0
47009,0.56,60.9,56.0,1819,5.32,5.35,3.25,0
10033,0.31,61.2,58.0,417,4.37,4.39,2.68,0
29921,0.32,61.4,55.0,713,4.42,4.44,2.72,0
34565,0.38,58.7,61.0,871,4.74,4.77,2.79,0
48973,0.34,62.6,56.0,537,4.44,4.47,2.79,0
567,0.9,64.3,63.0,2832,6.05,6.01,3.88,0
14699,1.02,62.9,56.0,5930,6.39,6.43,4.03,1
29413,0.38,60.6,58.0,700,4.68,4.7,2.84,0
4427,1.0,58.7,62.0,3614,6.47,6.51,3.81,1
7761,1.1,61.8,58.0,4283,6.6,6.63,4.09,1
50825,0.67,59.4,59.5,2309,5.7,5.76,3.4,0
53671,0.71,61.7,56.0,2709,5.73,5.75,3.54,0
49234,0.7,62.1,58.0,2083,5.68,5.72,3.54,0
30813,0.38,61.6,57.0,743,4.62,4.66,2.86,0
7694,1.07,62.1,56.0,4276,6.54,6.6,4.08,1
30639,0.36,61.8,55.0,735,4.58,4.61,2.84,0
52981,0.71,62.5,56.0,2594,5.65,5.68,3.54,0
28701,0.3,61.1,57.0,680,4.33,4.37,2.66,0
35162,0.41,62.2,57.0,891,4.75,4.77,2.96,0
364,0.71,62.2,58.0,2807,5.66,5.72,3.54,0
